activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2065146,[],CHEMBL927453,Displacement of [125I]RTI-55 from human DAT expressed in MDCK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,CN(C)Cc1cc(Br)ccc1Sc1ccc(CO)cc1N,,,CHEMBL1140708,J. Med. Chem.,2008.0,"{'bei': '18.12', 'le': '0.43', 'lle': '2.92', 'sei': '13.45'}",CHEMBL253184,,CHEMBL253184,6.66,0,http://www.openphacts.org/units/Nanomolar,685390,=,1,1,=,,Ki,nM,,221.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,221.0
,2079143,[],CHEMBL927226,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2cccc(C)n2)c1,,,CHEMBL1141496,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL252004,,CHEMBL252004,,0,http://qudt.org/vocab/unit#Percent,689285,=,1,1,=,,Inhibition,%,,74.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,74.0
,2079144,[],CHEMBL927226,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)CCCS(C)(=O)=O)c1,,,CHEMBL1141496,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL399284,,CHEMBL399284,,0,http://qudt.org/vocab/unit#Percent,689290,=,1,1,=,,Inhibition,%,,28.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,28.0
,2079145,[],CHEMBL927226,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)CS(C)(=O)=O)c1,,,CHEMBL1141496,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL252619,,CHEMBL252619,,0,http://qudt.org/vocab/unit#Percent,689289,=,1,1,=,,Inhibition,%,,47.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,47.0
,2079146,[],CHEMBL927226,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)NCCc2nn[nH]n2)c1,,,CHEMBL1141496,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL254283,,CHEMBL254283,,0,http://qudt.org/vocab/unit#Percent,689288,=,1,1,=,,Inhibition,%,,5.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,5.0
,2079147,[],CHEMBL927226,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)NCCCCCC(=O)O)c1,,,CHEMBL1141496,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL403782,,CHEMBL403782,,0,http://qudt.org/vocab/unit#Percent,689287,=,1,1,=,,Inhibition,%,,15.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,15.0
,2079148,[],CHEMBL927226,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)CCCCC(=O)O)c1,,,CHEMBL1141496,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL252203,,CHEMBL252203,,0,http://qudt.org/vocab/unit#Percent,689286,=,1,1,=,,Inhibition,%,,1.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,1.0
,2086569,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,CSc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL272003,,CHEMBL272003,,0,http://www.openphacts.org/units/Nanomolar,695547,>,1,1,>,,Ki,nM,,6000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,6000.0
,2086570,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL223166,,CHEMBL223166,,0,http://www.openphacts.org/units/Nanomolar,695553,>,1,1,>,,Ki,nM,,10000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,10000.0
,2086571,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)c1ccccc1S[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL270099,,CHEMBL270099,,0,http://www.openphacts.org/units/Nanomolar,695552,>,1,1,>,,Ki,nM,,30000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,30000.0
,2086572,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,FCCCOc1ccccc1S[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL411262,,CHEMBL411262,,0,http://www.openphacts.org/units/Nanomolar,695551,>,1,1,>,,Ki,nM,,9000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,9000.0
,2086573,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,FCCOc1ccccc1S[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL411263,,CHEMBL411263,,0,http://www.openphacts.org/units/Nanomolar,695550,>,1,1,>,,Ki,nM,,10000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,10000.0
,2086574,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccccc1S[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL181188,,CHEMBL181188,,0,http://www.openphacts.org/units/Nanomolar,695549,>,1,1,>,,Ki,nM,,4000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,4000.0
,2086575,[],CHEMBL947041,Displacement of [125]RTI35 from human DAT expressed in canine kidney cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)c1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1142380,Bioorg. Med. Chem.,2008.0,,CHEMBL272002,,CHEMBL272002,,0,http://www.openphacts.org/units/Nanomolar,695548,>,1,1,>,,Ki,nM,,3000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,3000.0
,2092105,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '27.29', 'le': '0.58', 'lle': '5.23', 'sei': '30.33'}",CHEMBL42553,,CHEMBL42553,8.96,0,http://www.openphacts.org/units/Nanomolar,700987,=,1,1,=,,IC50,nM,,1.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1.1
,2092107,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCC(=O)OC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)CC2CC[C@H]1N2C,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '19.63', 'le': '0.41', 'lle': '2.03', 'sei': '27.41'}",CHEMBL255140,,CHEMBL255140,8.10,0,http://www.openphacts.org/units/Nanomolar,700999,=,1,1,=,,IC50,nM,,8.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,8.0
,2092108,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '8.44', 'le': '0.19', 'lle': '-3.79', 'sei': '11.05'}",CHEMBL279331,,CHEMBL279331,5.81,0,http://www.openphacts.org/units/Nanomolar,700998,=,1,1,=,,IC50,nM,,1540.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1540.0
,2092109,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)O2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '8.22', 'le': '0.18', 'lle': '-3.36', 'sei': '8.94'}",CHEMBL407902,,CHEMBL407902,5.53,0,http://www.openphacts.org/units/Nanomolar,700997,=,1,1,=,,IC50,nM,,2960.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2960.0
,2092110,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '10.59', 'le': '0.23', 'lle': '-1.54', 'sei': '13.00'}",CHEMBL270659,,CHEMBL270659,7.26,0,http://www.openphacts.org/units/Nanomolar,700996,=,1,1,=,,IC50,nM,,55.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,55.0
,2092111,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@H]1[C@@H](c3ccc(Cl)c(Cl)c3)CC3CC[C@H]1O3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '10.72', 'le': '0.23', 'lle': '-0.91', 'sei': '11.02'}",CHEMBL401554,,CHEMBL401554,7.17,0,http://www.openphacts.org/units/Nanomolar,700995,=,1,1,=,,IC50,nM,,67.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,67.0
,2092112,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '8.73', 'le': '0.18', 'lle': '-4.18', 'sei': '11.75'}",CHEMBL403660,,CHEMBL403660,6.94,0,http://www.openphacts.org/units/Nanomolar,700994,=,1,1,=,,IC50,nM,,115.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,115.0
,2092113,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '9.79', 'le': '0.21', 'lle': '-2.83', 'sei': '12.71'}",CHEMBL271707,,CHEMBL271707,7.51,0,http://www.openphacts.org/units/Nanomolar,700993,=,1,1,=,,IC50,nM,,31.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,31.0
,2092114,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CCC1[C@@H](COC(=O)CCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '10.77', 'le': '0.23', 'lle': '-1.60', 'sei': '13.47'}",CHEMBL399740,,CHEMBL399740,7.96,0,http://www.openphacts.org/units/Nanomolar,700992,=,1,1,=,,IC50,nM,,11.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,11.0
,2092115,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CCC1[C@@H](COC(=O)CCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '10.63', 'le': '0.22', 'lle': '-1.23', 'sei': '12.78'}",CHEMBL257482,,CHEMBL257482,7.55,0,http://www.openphacts.org/units/Nanomolar,700991,=,1,1,=,,IC50,nM,,28.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,28.0
,2092116,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C2CCC1[C@@H](COC(=O)CCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '11.61', 'le': '0.25', 'lle': '-0.08', 'sei': '13.41'}",CHEMBL256046,,CHEMBL256046,7.92,0,http://www.openphacts.org/units/Nanomolar,700990,=,1,1,=,,IC50,nM,,12.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,12.0
,2092117,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '26.26', 'le': '0.59', 'lle': '4.17', 'sei': '33.08'}",CHEMBL227757,,CHEMBL227757,8.70,0,http://www.openphacts.org/units/Nanomolar,700989,=,1,1,=,,IC50,nM,,2.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2.0
,2092118,[],CHEMBL948023,Displacement of [3H]WIN-35428 from human DAT expressed in transfected cell membrane,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)O2,,,CHEMBL1143239,Bioorg. Med. Chem.,2008.0,"{'bei': '26.91', 'le': '0.58', 'lle': '4.66', 'sei': '23.87'}",CHEMBL390929,,CHEMBL390929,8.48,0,http://www.openphacts.org/units/Nanomolar,700988,=,1,1,=,,IC50,nM,,3.3,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,3.3
,2092659,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(SC)cc1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.42', 'le': '0.24', 'lle': '1.05', 'sei': '11.46'}",CHEMBL270625,,CHEMBL270625,5.14,0,http://www.openphacts.org/units/Nanomolar,690462,=,1,1,=,,Ki,nM,,7300.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,7300.0
,2092675,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(C(F)(F)F)cc1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '11.28', 'le': '0.22', 'lle': '0.52', 'sei': '11.26'}",CHEMBL403377,,CHEMBL403377,5.05,0,http://www.openphacts.org/units/Nanomolar,690494,=,1,1,=,,Ki,nM,,9000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,9000.0
,2092676,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1cccc(F)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.82', 'le': '0.24', 'lle': '1.45', 'sei': '11.37'}",CHEMBL401867,,CHEMBL401867,5.10,0,http://www.openphacts.org/units/Nanomolar,690491,=,1,1,=,,Ki,nM,,8000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,8000.0
,2092677,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccccc1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '13.54', 'le': '0.25', 'lle': '1.63', 'sei': '11.46'}",CHEMBL401683,,CHEMBL401683,5.14,0,http://www.openphacts.org/units/Nanomolar,690489,=,1,1,=,,Ki,nM,,7300.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,7300.0
,2092678,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1cccc(Cl)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '13.53', 'le': '0.26', 'lle': '1.44', 'sei': '12.50'}",CHEMBL272699,,CHEMBL272699,5.60,0,http://www.openphacts.org/units/Nanomolar,690488,=,1,1,=,,Ki,nM,,2500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,2500.0
,2092679,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(Cl)cc1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '14.77', 'le': '0.29', 'lle': '1.95', 'sei': '13.64'}",CHEMBL257909,,CHEMBL257909,6.11,0,http://www.openphacts.org/units/Nanomolar,690486,=,1,1,=,,Ki,nM,,770.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,770.0
,2092680,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(Cl)c(Cl)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '14.46', 'le': '0.30', 'lle': '1.66', 'sei': '14.46'}",CHEMBL257738,,CHEMBL257738,6.48,0,http://www.openphacts.org/units/Nanomolar,690485,=,1,1,=,,Ki,nM,,330.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,330.0
,2092681,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(SC)c(C)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '11.63', 'le': '0.23', 'lle': '0.57', 'sei': '11.41'}",CHEMBL257221,,CHEMBL257221,5.11,0,http://www.openphacts.org/units/Nanomolar,690484,=,1,1,=,,Ki,nM,,7700.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,7700.0
,2092682,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1cccc(Cl)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.89', 'le': '0.25', 'lle': '1.38', 'sei': '11.50'}",CHEMBL270607,,CHEMBL270607,5.16,0,http://www.openphacts.org/units/Nanomolar,690475,=,1,1,=,,Ki,nM,,7000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,7000.0
,2092683,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1cccc(OC)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.97', 'le': '0.24', 'lle': '1.78', 'sei': '9.54'}",CHEMBL403148,,CHEMBL403148,5.16,0,http://www.openphacts.org/units/Nanomolar,690474,=,1,1,=,,Ki,nM,,7000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,7000.0
,2092684,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1ccc(Cl)cc1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '13.81', 'le': '0.27', 'lle': '1.75', 'sei': '12.33'}",CHEMBL404247,,CHEMBL404247,5.52,0,http://www.openphacts.org/units/Nanomolar,690471,=,1,1,=,,Ki,nM,,3000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,3000.0
,2092685,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1ccc(Cl)c(Cl)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '14.53', 'le': '0.30', 'lle': '1.88', 'sei': '14.08'}",CHEMBL402644,,CHEMBL402644,6.31,0,http://www.openphacts.org/units/Nanomolar,690467,=,1,1,=,,Ki,nM,,490.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,490.0
,2092686,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(Cl)c(Cl)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '14.85', 'le': '0.31', 'lle': '1.81', 'sei': '14.46'}",CHEMBL408206,,CHEMBL408206,6.48,0,http://www.openphacts.org/units/Nanomolar,690466,=,1,1,=,,Ki,nM,,330.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,330.0
,2092687,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1ccc(SC)c(C)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.11', 'le': '0.23', 'lle': '1.00', 'sei': '11.50'}",CHEMBL409877,,CHEMBL409877,5.16,0,http://www.openphacts.org/units/Nanomolar,690465,=,1,1,=,,Ki,nM,,7000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,7000.0
,2092688,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(SC)c(C)c1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.62', 'le': '0.25', 'lle': '1.01', 'sei': '12.05'}",CHEMBL273157,,CHEMBL273157,5.40,0,http://www.openphacts.org/units/Nanomolar,690464,=,1,1,=,,Ki,nM,,4000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,4000.0
,2092689,[],CHEMBL948194,Binding affinity to human DAT,B,,,BAO_0000192,BAO_0000357,single protein format,CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1ccc(SC)cc1,,,CHEMBL1141555,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '12.35', 'le': '0.24', 'lle': '1.24', 'sei': '11.34'}",CHEMBL270165,,CHEMBL270165,5.08,0,http://www.openphacts.org/units/Nanomolar,690463,=,1,1,=,,Ki,nM,,8300.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,8300.0
,2097826,[],CHEMBL948262,Inhibition of dopamine transporter at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(=O)N1CCC(N(C)C(=O)N[C@H]2CC[C@H](c3cc(F)cc(F)c3)CC2)CC1,,,CHEMBL1143109,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL257940,,CHEMBL257940,,0,http://qudt.org/vocab/unit#Percent,697839,<,1,1,<,,Inhibition,%,,10.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,10.0
